,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,status
240,5009062,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,45.0,1
241,5009063,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,27.0,0
242,5009064,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,4.0,0
243,5009065,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,10.0,0
244,5009066,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,15.0,0
245,5009067,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,36.0,1
246,5009068,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,22.0,0
247,5009069,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,35.0,1
248,5009070,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,6.0,1,0,0,0,Sales staff,2.0,39.0,1
249,5009071,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,28.0,9.0,1,0,1,1,High skill tech staff,2.0,20.0,0
250,5009072,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,28.0,9.0,1,0,1,1,High skill tech staff,2.0,43.0,1
252,5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,49.0,2.0,1,0,1,1,Core staff,3.0,22.0,0
253,5009075,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,49.0,2.0,1,0,1,1,Core staff,3.0,28.0,0
254,5009078,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,39.0,4.0,1,0,0,0,Drivers,3.0,30.0,1
255,5009079,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,28.0,9.0,1,0,0,1,Laborers,2.0,43.0,1
256,5009080,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,28.0,9.0,1,0,0,1,Laborers,2.0,15.0,0
257,5009081,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,28.0,9.0,1,0,0,1,Laborers,2.0,19.0,0
258,5009083,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,16.0,1,0,0,0,Drivers,2.0,51.0,1
259,5009084,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,16.0,1,0,0,0,Drivers,2.0,2.0,0
262,5009088,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,40.0,8.0,1,0,0,0,Laborers,4.0,46.0,1
263,5009089,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,40.0,8.0,1,0,0,0,Laborers,4.0,39.0,1
266,5009090,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,11.0,1,0,0,0,Drivers,2.0,13.0,0
267,5009092,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.0,3.0,1,1,0,0,Managers,3.0,3.0,0
268,5009094,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.0,3.0,1,1,0,0,Managers,3.0,3.0,0
269,5009095,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.0,3.0,1,1,0,0,Managers,3.0,3.0,0
271,5009096,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,12.0,1,0,0,1,Accountants,3.0,24.0,0
272,5009097,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,12.0,1,0,0,1,Accountants,3.0,33.0,1
273,5009098,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,12.0,1,0,0,1,Accountants,3.0,17.0,0
274,5009099,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,36.0,2.0,1,0,0,0,Managers,1.0,56.0,1
275,5009100,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,36.0,2.0,1,0,0,0,Managers,1.0,27.0,0
276,5009103,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.0,11.0,1,0,1,0,Drivers,4.0,38.0,1
277,5009104,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.0,11.0,1,0,1,0,Drivers,4.0,27.0,0
278,5009105,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.0,11.0,1,0,1,0,Drivers,4.0,30.0,1
279,5009106,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.0,11.0,1,0,1,0,Drivers,4.0,60.0,2
280,5112876,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.0,11.0,1,0,1,0,Drivers,4.0,25.0,0
281,5009108,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,0,0,0,Security staff,2.0,7.0,0
282,5009109,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,8.0,1,0,0,0,Security staff,2.0,20.0,0
283,5009110,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,24.0,1.0,1,0,0,1,High skill tech staff,2.0,3.0,0
307,5009141,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.0,4.0,1,1,1,0,Managers,2.0,33.0,1
308,5009142,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.0,4.0,1,1,1,0,Managers,2.0,11.0,0
311,5009145,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2.0,36.0,1
312,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2.0,36.0,1
313,5009147,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2.0,12.0,0
314,5009149,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2.0,7.0,0
315,5009150,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,10.0,1,1,1,0,Managers,2.0,17.0,0
318,5009151,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,29.0,0
319,5009152,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,47.0,1
320,5009153,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,53.0,1
321,5009154,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,28.0,0
322,5009155,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,27.0,0
323,5009156,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,17.0,0
324,5009157,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,55.0,1
325,5009158,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,43.0,1
326,5009159,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,14.0,0
327,5009160,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,21.0,0
328,5009161,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,23.0,0
329,5009162,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,8.0,1,0,0,0,Sales staff,2.0,56.0,1
330,5009163,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,1,0,1,0,Sales staff,2.0,12.0,0
331,5009164,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,1,0,1,0,Sales staff,2.0,29.0,0
332,5009165,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,1,0,1,0,Sales staff,2.0,41.0,1
333,5009166,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,1,0,1,0,Sales staff,2.0,16.0,0
334,5009168,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,1,0,1,0,Sales staff,2.0,38.0,1
337,5009177,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,49.0,1
338,5009178,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,34.0,1
339,5009179,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,51.0,1
340,5009180,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,38.0,1
341,5009181,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,12.0,0
342,5009182,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,34.0,1
343,5009183,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.0,3.0,1,0,0,0,Laborers,2.0,31.0,1
345,5009186,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,3.0,0
346,5009187,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,5.0,0
347,5009188,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,16.0,0
348,5009189,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,16.0,0
349,5009190,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,22.0,0
350,5009191,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,28.0,0
351,5009192,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,33.0,1
352,5009193,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.0,16.0,1,1,1,0,Managers,2.0,36.0,1
353,5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,21.0,0
354,5009196,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,21.0,0
355,5009198,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,48.0,1
356,5009201,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,1.0,0
357,5009202,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,6.0,0
358,5009203,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,21.0,0
359,5009204,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,2.0,0
360,5009205,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,5.0,0
361,5009206,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,21.0,0
362,5009207,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,22.0,0
363,5009208,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,41.0,1
364,5009209,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,45.0,1
365,5009210,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2.0,59.0,1
368,5009213,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,34.0,2.0,1,1,1,0,Accountants,2.0,22.0,0
369,5009215,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,34.0,2.0,1,1,1,0,Accountants,2.0,57.0,1
370,5009216,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,34.0,2.0,1,1,1,0,Accountants,2.0,6.0,0
371,5009217,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,34.0,2.0,1,1,1,0,Accountants,2.0,6.0,0
374,5009220,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,27.0,0
375,5009222,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,59.0,1
376,5009223,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,50.0,1
377,5009224,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,50.0,1
378,5009225,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,39.0,1
379,5009226,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,47.0,1
380,5009227,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,20.0,0
381,5009232,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,35.0,1
382,5009233,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,50.0,1
383,5009234,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,13.0,0
384,5009236,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,2.0,1,1,0,0,Managers,2.0,30.0,1
388,5009238,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.0,3.0,1,0,1,0,Drivers,2.0,24.0,0
389,5009239,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.0,3.0,1,0,1,0,Drivers,2.0,14.0,0
390,5009240,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.0,3.0,1,0,1,0,Drivers,2.0,42.0,1
391,5009241,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.0,3.0,1,0,1,0,Drivers,2.0,10.0,0
393,5009242,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.0,14.0,1,0,1,0,Core staff,1.0,34.0,1
394,5009243,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.0,14.0,1,0,1,0,Core staff,1.0,7.0,0
395,5009244,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.0,14.0,1,0,1,0,Core staff,1.0,8.0,0
399,5009249,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,3.0,1,1,0,0,Drivers,3.0,26.0,0
400,5009250,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,3.0,1,1,0,0,Drivers,3.0,9.0,0
401,5009251,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,3.0,1,1,0,0,Drivers,3.0,26.0,0
402,5009252,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,3.0,1,1,0,0,Drivers,3.0,12.0,0
403,5009253,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,3.0,1,1,0,0,Drivers,3.0,22.0,0
405,5009255,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,25.0,1,0,0,0,Cleaning staff,1.0,6.0,0
406,5009257,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,25.0,1,0,0,0,Cleaning staff,1.0,17.0,0
407,5009258,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,25.0,1,0,0,0,Cleaning staff,1.0,38.0,1
408,5009260,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,40.0,4.0,1,0,1,0,Core staff,2.0,19.0,0
409,5009261,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,40.0,4.0,1,0,1,0,Core staff,2.0,23.0,0
410,5009262,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,40.0,4.0,1,0,1,0,Core staff,2.0,8.0,0
411,5009263,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,40.0,4.0,1,0,1,0,Core staff,2.0,16.0,0
414,5009265,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,1,1,1,0,Managers,2.0,47.0,1
415,5009266,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,1,1,1,0,Managers,2.0,15.0,0
416,5009267,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,1,1,1,0,Managers,2.0,17.0,0
417,5009268,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,1,1,1,0,Managers,2.0,26.0,0
418,5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,1,1,1,0,Managers,2.0,34.0,1
419,5009270,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,28.0,0
420,5009271,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,39.0,1
421,5009272,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,25.0,0
422,5009274,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,54.0,1
423,5009275,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,29.0,0
424,5009276,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,15.0,0
425,5009277,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.0,7.0,1,0,1,0,Laborers,2.0,29.0,0
426,5009278,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,20.0,0
427,5009279,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,44.0,1
428,5009280,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,40.0,1
429,5009281,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,39.0,1
430,5009284,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,58.0,1
431,5009285,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,55.0,1
432,5009286,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,48.0,1
433,5009287,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,24.0,0
434,5009289,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,8.0,0
435,5009290,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,20.0,0
436,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,16.0,0
437,5009292,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,13.0,1,0,1,0,Cleaning staff,2.0,34.0,1
